City,2015 Population,2016 Population,2017 Population,2018 Population,2019 Population,2020 Population,2021 Population,2015 Price,2016 Price,2017 Price,2018 Price,2019 Price,2020 Price,2021 Price,2016 Population Change (%),2017 Population Change (%),2018 Population Change (%),2019 Population Change (%),2020 Population Change (%),2021 Population Change (%),2016 Price Change (%),2017 Price Change (%),2018 Price Change (%),2019 Price Change (%),2020 Price Change (%),2021 Price Change (%)
East Palo Alto,29198.0,29353.0,29646.0,29633.0,29593.0,29448.0,29888.0,592974.0,715125.0,802627.7,981578.4,979326.5,987918.9,1012729.7,0.5308582779642441,0.9981943923960072,-0.04385077244822236,-0.13498464549657477,-0.48998073868820335,1.4941591958706872,20.599722753442816,12.23600069917846,22.29560479908681,-0.22941621372271673,0.8773784840908546,2.5114207249198217
Eastvale,56275.0,58217.0,59733.0,61337.0,62046.0,65766.0,68539.0,503197.1,516379.2,541708.4,591177.5,600130.7,625669.9,744595.8,3.450910706352732,2.6040503632959444,2.685282841980145,1.1559091576047085,5.995551687457692,4.216464434510233,2.619669310494841,4.905154971385372,9.132053333490855,1.5144690046559541,4.255606320423213,19.00777071104108
El Cajon,102383.0,102894.0,103314.0,103285.0,103186.0,103249.0,106043.0,447612.8,481503.0,512643.3,539557.8,547622.5,578750.2,680195.8,0.4991062969438286,0.4081870663012421,-0.028069767892057222,-0.09585128527859806,0.06105479425503459,2.706079477767339,7.5713205699211485,6.467311730144981,5.250141765239117,1.4946869454949874,5.684152860775434,17.528391350879897
El Centro,43570.0,43699.0,43932.0,43898.0,44003.0,43881.0,44322.0,187440.7,204047.8,218048.4,230745.2,247637.3,264802.8,295449.8,0.29607528115675924,0.5331929792443764,-0.07739233360648275,0.23919085151943142,-0.27725382360293616,1.004990770492924,8.859922098028857,6.8614314881121015,5.822927386763681,7.320672326011539,6.931710206822641,11.573518104793454
El Dorado Hills,43264.0,43495.0,45104.0,45599.0,46593.0,47107.0,48612.0,544108.8,571427.6,600152.2,632901.7,661755.4,680869.2,813564.2,0.5339312130177515,3.699275778825152,1.0974636395885065,2.179872365622053,1.1031700040778658,3.1948542679431933,5.020834068480409,5.026813545583023,5.456865775048397,4.558954415827935,2.8883481721493967,19.48905898519128
El Monte,115711.0,115665.0,115958.0,115669.0,115517.0,113917.0,110144.0,403477.8,411630.5,452443.5,510554.8,524498.1,549388.9,622521.5,-0.03975421524314888,0.25331777114944015,-0.24922816881974508,-0.1314094528352454,-1.3850775210575068,-3.312060535302018,2.020606833882809,9.914960140222846,12.84387995407161,2.7310094822338344,4.745641595269849,13.311626791149218
El Segundo,16929.0,16901.0,16929.0,16850.0,16731.0,16575.0,17243.0,871661.2,905636.3,996266.5,1170478.0,1217047.5,1283639.2,1493995.7,-0.1653966566247268,0.16567067037453403,-0.4666548526197649,-0.7062314540059347,-0.9324009324009324,4.030165912518854,3.897741461934992,10.007350632919634,17.486435607340002,3.9786736700732526,5.47157773217561,16.387509823632683
Elk Grove,161084.0,163634.0,166228.0,168503.0,170825.0,173370.0,175510.0,339774.7,367232.6,398365.1,433919.6,444304.4,467706.4,563681.0,1.583025005587147,1.5852451202072917,1.368602160887456,1.3780170085992534,1.4898287721352261,1.2343542712118591,8.081207929842913,8.477597032507463,8.925104131862957,2.3932544185605,5.267109666255837,20.52026656038916
Elverta,5551.0,5424.0,5606.0,5821.0,5606.0,5235.0,5104.0,257239.8,286589.8,320230.7,348021.4,362188.1,378977.4,445858.8,-2.287876058367862,3.3554572271386434,3.835176596503746,-3.69352344957911,-6.617909382804138,-2.5023877745940784,11.409587474411037,11.738345188837853,8.678337211266756,4.070640483602431,4.635519499398254,17.647859740448894
Emerald Lake Hills,4495.0,4716.0,4648.0,4594.0,4721.0,4893.0,4545.0,1713927.7,1862997.6,1934794.0,2126608.5,2100233.4,2104739.9,2392817.3,4.916573971078977,-1.441899915182358,-1.161790017211704,2.7644754026991727,3.643295911883076,-7.112201103617413,8.697560579714077,3.85381065439912,9.913949495398477,-1.2402423859398706,0.2145713900178904,13.687078389115914
Emeryville,10830.0,11111.0,11524.0,11724.0,11899.0,11679.0,12747.0,516615.7,582220.7,615523.8,666295.6,652902.8,660455.5,744687.1,2.594644506001847,3.717037170371704,1.7355085039916693,1.4926646195837598,-1.8488948651147155,9.1446185461084,12.698994629857346,5.720013046599012,8.248551883777674,-2.0100387875891617,1.1567878097627935,12.753561746400777
Encinitas,61682.0,62160.0,62595.0,62713.0,62780.0,62967.0,62140.0,964616.4,1036106.5,1103099.7,1160463.2,1182200.2,1250580.8,1529906.3,0.7749424467429721,0.6998069498069498,0.18851345954149692,0.1068359032417521,0.2978655622809812,-1.3133863769911225,7.411246584652716,6.465860411067776,5.200209917562302,1.8731313496197037,5.784181054951614,22.33566195802782
Escalon,7320.0,7382.0,7449.0,7509.0,7538.0,7553.0,7458.0,314516.8,345283.6,375932.6,405475.4,419502.0,441134.4,523422.7,0.8469945355191256,0.9076131129775129,0.8054772452678213,0.3862032227993075,0.19899177500663306,-1.2577783662121012,9.782243746597953,8.876471399162892,7.858536344014872,3.459297407438275,5.156685784573142,18.6537934924141
Escondido,149079.0,149912.0,150783.0,151115.0,151300.0,150396.0,151443.0,447901.9,481295.7,513135.0,539146.2,549601.9,578358.5,684718.8,0.5587641451847678,0.581007524414323,0.22018397299430306,0.12242331998808854,-0.5974884335756775,0.696162131971595,7.455605792250488,6.6153302429255,5.06907538951737,1.9393070005872377,5.232259932143607,18.39002971340441
Esparto,3298.0,3618.0,3732.0,3783.0,3272.0,4009.0,3733.0,237195.1,264571.3,295606.9,325706.1,341480.4,359998.4,414684.7,9.70285021224985,3.150912106135987,1.3665594855305467,-13.507798043880518,22.52444987775061,-6.884509852831131,11.541638086115599,11.730524059109976,10.182170984506772,4.84310855707033,5.422858822936836,15.190706403139565
Etna,717.0,733.0,709.0,735.0,735.0,755.0,753.0,169791.4,181456.8,187619.6,197374.6,211849.8,216209.9,256905.7,2.2315202231520224,-3.2742155525238745,3.6671368124118473,0.0,2.7210884353741496,-0.26490066225165565,6.87043042227109,3.3962904669320837,5.199350174502024,7.333871734255563,2.0581090942733984,18.822357348114043
Eureka,26985.0,27002.0,27024.0,27020.0,26966.0,26938.0,26763.0,271871.4,291166.1,315214.1,332882.9,350748.5,364481.8,396564.5,0.06299796183064665,0.08147544626323976,-0.014801657785671994,-0.1998519615099926,-0.10383445820663058,-0.6496399138763086,7.096995123429663,8.259203252026936,5.605333010166756,5.366932335665177,3.91542658058409,8.802277644590212
Exeter,10481.0,10504.0,10520.0,10505.0,10474.0,10433.0,10349.0,190800.3,203387.3,223290.5,238188.3,250208.0,263198.0,307594.9,0.2194447094742868,0.15232292460015232,-0.14258555133079848,-0.2950975725844836,-0.3914454840557571,-0.8051375443304898,6.596949795152314,9.785861752429977,6.671936334058095,5.04630160255563,5.191680521805857,16.868251278505163
Fair Oaks,31537.0,31804.0,30704.0,31002.0,31032.0,30882.0,31750.0,372623.7,396485.7,424504.1,455015.6,470523.4,492625.0,572668.3,0.8466245996765703,-3.4586844422085274,0.9705575820739968,0.09676795045480936,-0.4833720030935808,2.81069878893854,6.403779469743872,7.066686137734593,7.187563088318817,3.40819084005033,4.697237161849968,16.248322760720637
Fairfield,109468.0,110953.0,112790.0,114101.0,115282.0,116544.0,118932.0,349577.3,382684.0,415764.2,451643.5,463813.9,483105.9,561821.2,1.3565608214272664,1.6556559984858454,1.1623370866211544,1.035047896162172,1.0947068926632084,2.049011532125206,9.470494794713504,8.644260016096835,8.629723290268856,2.6946917203502374,4.159426873580115,16.293591115322734
Fallbrook,31573.0,31771.0,31121.0,33021.0,31701.0,32359.0,32999.0,483857.7,511470.7,544278.1,578473.0,581033.8,609921.7,723646.1,0.6271181072435308,-2.0458909068018007,6.105202274991163,-3.9974561642591078,2.075644301441595,1.9778114280416579,5.706843148305793,6.414326372947651,6.2826154497122015,0.4426827181216835,4.971810590020737,18.645737641405454
Farmersville,10704.0,10699.0,10738.0,10742.0,10716.0,10842.0,10441.0,120391.7,129740.5,146058.6,160294.0,171580.1,182343.2,216893.6,-0.04671150971599402,0.3645200486026731,0.037250884708511824,-0.24204058834481476,1.1758118701007838,-3.6985795978601734,7.765319370023019,12.577491222864106,9.746362076591172,7.040874892385246,6.272930252401069,18.94800573862913
Farmington,80.0,97.0,103.0,89.0,172.0,169.0,144.0,438912.2,475800.7,521687.1,583409.6,607487.5,610919.6,758934.4,21.25,6.185567010309279,-13.592233009708737,93.25842696629213,-1.744186046511628,-14.792899408284024,8.404528286067237,9.644037934370413,11.831325712289992,4.127100411100542,0.5649663573324516,24.228196312575346
Felton,3991.0,3582.0,3671.0,3810.0,3633.0,3197.0,3467.0,494155.3,548651.3,599593.0,646730.5,655823.2,671708.9,768198.2,-10.248058130794286,2.48464544946957,3.786434214110596,-4.645669291338582,-12.001101018442059,8.445417578980294,11.028112012559626,9.28489552471669,7.861582773648125,1.4059488457711447,2.4222534365969475,14.364749372830987
Ferndale,1354.0,1419.0,1458.0,1365.0,1377.0,1387.0,1481.0,375006.5,407538.6,450362.0,472928.3,476581.0,493335.4,548278.9,4.800590841949778,2.748414376321353,-6.378600823045268,0.8791208791208791,0.7262164124909223,6.777217015140591,8.675076298677483,10.507814474506224,5.0107025015432,0.7723580931824151,3.5155409049038933,11.13714929032054
Fiddletown,83.0,140.0,393.0,329.0,324.0,211.0,252.0,230657.3,261507.8,287638.6,311367.2,320237.5,324842.5,384952.2,68.67469879518072,180.71428571428572,-16.28498727735369,-1.5197568389057752,-34.876543209876544,19.431279620853083,13.375037338943965,9.992359692521596,8.24944913513,2.8488228689470145,1.4379952379093641,18.504259756651305
Fillmore,15296.0,15391.0,15529.0,15598.0,15664.0,15631.0,16373.0,378355.9,407810.0,435257.8,461944.2,476746.4,500015.1,576020.2,0.6210774058577405,0.89662789942174,0.4443299632944813,0.4231311706629055,-0.21067415730337077,4.746977160770264,7.784760327511736,6.730536279149602,6.131170997969485,3.204326409986317,4.880729041687562,15.200560943059516
Firebaugh,8084.0,8176.0,8275.0,8295.0,8300.0,7772.0,8040.0,143870.1,160940.1,176898.8,194895.4,206249.0,217591.9,250385.5,1.1380504700643246,1.2108610567514677,0.2416918429003021,0.06027727546714888,-6.36144578313253,3.4482758620689653,11.864869767936492,9.915925241751424,10.17338727000975,5.825483823630525,5.499614543585663,15.07114924774314
Florence-Graham,63177.0,63390.0,63821.0,64162.0,65716.0,64787.0,64109.0,243453.5,263717.6,301460.9,355510.6,389189.8,418416.6,471170.1,0.33714801272615036,0.679917968133775,0.5343068895817992,2.421994326860135,-1.4136587741189361,-1.046506243536512,8.323601837722594,14.312014063528581,17.92925716071303,9.473472802217433,7.509652102907113,12.607888883949633
Florin,50899.0,49486.0,49226.0,49132.0,47555.0,48839.0,51568.0,187922.0,218312.2,242202.1,267017.4,278360.0,299834.6,361909.4,-2.7760859741841686,-0.5254011235500949,-0.1909559988623898,-3.20972075225922,2.7000315424245613,5.587747496877495,16.171709539064086,10.942998146690837,10.245699768912003,4.24788796535356,7.7146860181060415,20.703014261863057
Folsom,74156.0,74960.0,75897.0,77007.0,78159.0,79584.0,79201.0,457304.7,485875.0,517634.5,550783.8,569735.3,596729.9,703040.4,1.0842008738335402,1.25,1.4625083995414838,1.4959678990221668,1.8232065405135685,-0.48125251306795336,6.24754130014408,6.536557756624646,6.40399741516457,3.440823786030017,4.738095041679878,17.815514188244965
Fontana,203677.0,205228.0,207086.0,208943.0,210759.0,212704.0,208087.0,318313.8,336340.5,360399.7,392610.9,407008.5,429175.6,505519.4,0.7614998257044241,0.9053345547391194,0.8967288952415905,0.8691365587744027,0.9228550144952292,-2.170622085151196,5.6631851964947835,7.153227161165549,8.937632301025781,3.667142201095277,5.446348172089766,17.78847632530835
Forbestown,344.0,391.0,370.0,221.0,413.0,369.0,272.0,172862.0,190605.3,204261.4,222524.6,236189.1,247838.4,283108.0,13.662790697674417,-5.3708439897698215,-40.27027027027027,86.87782805429865,-10.653753026634384,-26.287262872628723,10.264430586247983,7.1645961576094725,8.941092149569137,6.14066939115945,4.932192044425415,14.230885932123517
Forest Ranch,831.0,676.0,557.0,538.0,772.0,1551.0,1820.0,254513.4,268475.1,286332.7,301243.3,327148.3,336421.7,383398.7,-18.65222623345367,-17.60355029585799,-3.4111310592459607,43.49442379182156,100.90673575129534,17.343649258542875,5.485644370787543,6.651492075056509,5.207438759177689,8.599361379987538,2.8346165943702055,13.96372469433452
Foresthill,1124.0,1229.0,1475.0,1546.0,1856.0,1545.0,1265.0,305741.7,335909.2,368992.1,396891.1,403632.9,417942.0,481714.6,9.341637010676157,20.01627339300244,4.813559322033898,20.051746442432083,-16.756465517241377,-18.12297734627832,9.86698903028275,9.848762701349044,7.560866479255248,1.6986523507329963,3.5450777178966275,15.258720109488872
Forestville,3367.0,3514.0,3658.0,3685.0,3761.0,3788.0,3768.0,409420.9,453662.5,490551.6,532948.3,526126.3,539604.3,585374.5,4.365904365904366,4.097894137734776,0.7381082558775287,2.062415196743555,0.7178941770805637,-0.5279831045406547,10.805896816698898,8.13139723913702,8.642658590859774,-1.2800491154582911,2.5617423040817386,8.482178514885806
Fort Bragg,7261.0,7260.0,7269.0,7298.0,7302.0,7279.0,7049.0,362428.7,391927.6,430405.1,464040.6,487784.8,518354.0,593822.0,-0.01377220768489189,0.12396694214876033,0.39895446416288344,0.054809536859413546,-0.31498219665844973,-3.1597746943261438,8.139228488251609,9.817502008023931,7.814846989498964,5.1168367595421635,6.266943947412878,14.559162271343522
Fort Jones,978.0,816.0,819.0,832.0,689.0,578.0,647.0,165047.4,177125.3,187864.7,199481.1,209605.1,217091.7,266181.6,-16.56441717791411,0.3676470588235294,1.5873015873015872,-17.1875,-16.110304789550074,11.937716262975778,7.317837178895272,6.063165454059936,6.183386234880738,5.075167522136182,3.5717642366526414,22.61251812022291
Fortuna,11904.0,11917.0,11981.0,12117.0,12210.0,12135.0,12480.0,273539.4,296732.5,325268.3,340698.8,359336.4,370088.4,402783.0,0.10920698924731181,0.5370479147436436,1.135130623487188,0.76751671205744,-0.6142506142506142,2.843016069221261,8.478888233285579,9.616674951345063,4.74392985729012,5.47040377013363,2.9921822559584834,8.834267704688926
Foster City,32377.0,32967.0,33529.0,33784.0,33997.0,33056.0,33511.0,1303894.3,1424537.8,1489446.7,1701275.5,1607063.2,1636384.3,1855949.7,1.8222812490348086,1.7047350380683712,0.7605356557010349,0.6304759649538243,-2.7678912845251054,1.3764520813165537,9.252552143222038,4.556488427334108,14.221979208789415,-5.537745062454614,1.8245144310441614,13.417716119618106
Fountain Valley,56696.0,56670.0,56640.0,56372.0,56026.0,56118.0,57139.0,635567.3,660762.0,718377.3,781503.8,791709.0,835787.5,952356.6,-0.04585861436432905,-0.05293806246691372,-0.47316384180790966,-0.6137798907258923,0.16420947417270554,1.8193805908977512,3.96412779575034,8.719523822495853,8.787373988571186,1.305841379146199,5.567512810893901,13.947217444625576
Fowler,6006.0,6083.0,6200.0,6364.0,6527.0,6366.0,6675.0,234594.5,254162.7,274448.3,291666.1,302309.4,318870.5,371099.0,1.282051282051282,1.923393062633569,2.6451612903225805,2.561282212445003,-2.4666768806496093,4.853911404335533,8.34128677356034,7.981344233437864,6.273604172443403,3.6491385183262803,5.478195517572386,16.379219777307714
Frazier Park,2654.0,2359.0,2440.0,2570.0,2587.0,3121.0,3063.0,140365.1,153811.4,170025.4,190858.9,205151.3,223330.2,263124.6,-11.115297663903542,3.433658329800763,5.327868852459016,0.6614785992217899,20.641669887901042,-1.8583787247677026,9.579517985596125,10.54148132063033,12.253169232361753,7.488463990937805,8.861216087833723,17.818638052533856
Freedom,3027.0,2774.0,3183.0,3719.0,3777.0,3959.0,3399.0,408713.6,445055.3,474204.3,514745.8,529734.4,551226.7,637207.6,-8.358110340270896,14.744051910598413,16.839459629280555,1.5595590212422694,4.818639131585915,-14.14498610760293,8.891727605834504,6.549523171614853,8.549374183237056,2.9118450310813677,4.057184128499099,15.59810147077419
Fremont,225221.0,227934.0,230964.0,233083.0,235740.0,234829.0,231502.0,855355.4,945223.8,1000794.2,1157475.2,1129435.1,1124555.6,1318832.3,1.2045945981946622,1.3293321751033194,0.9174589979390727,1.1399372755627823,-0.38644269110036483,-1.4167756111894187,10.506556689768958,5.879073294599639,15.655666269848487,-2.4225227460596876,-0.4320301361273436,17.27586435032647
French Camp,4057.0,3810.0,3710.0,3857.0,3841.0,3641.0,3778.0,228708.2,264580.1,298726.8,335624.8,366882.8,387687.1,463992.9,-6.08824254375154,-2.6246719160104988,3.9622641509433962,-0.4148301788955146,-5.206977349648529,3.7627025542433397,15.68457099483095,12.905997087460474,12.351754178065042,9.31337612715151,5.670557464127506,19.682315970791922
Fresno,510451.0,513807.0,519037.0,522277.0,525010.0,526147.0,538678.0,191748.1,205960.9,222825.2,245029.7,258924.4,273042.0,319359.6,0.6574578167150226,1.0178919321846531,0.6242329544907204,0.523285536219286,0.21656730347993375,2.381653796372497,7.412224684364532,8.188107548568693,9.96498600696869,5.670618704589681,5.452402322840183,16.963544070143048
Friant,244.0,468.0,552.0,548.0,604.0,541.0,426.0,371386.3,386205.5,398096.7,421112.8,431560.2,446841.9,522704.4,91.80327868852459,17.94871794871795,-0.7246376811594203,10.218978102189782,-10.43046357615894,-21.256931608133087,3.990238735246834,3.0789825623923046,5.781534988860741,2.4809029789643113,3.541035526445676,16.977481297076213
Fullerton,138976.0,139491.0,139976.0,139866.0,139611.0,141061.0,142964.0,561433.7,579643.9,630752.4,678576.4,680952.8,715270.4,813461.0,0.37056758001381535,0.34769268268203685,-0.07858490026861747,-0.1823173609025782,1.0386001103064944,1.349061753425823,3.243517444713431,8.817223816208537,7.582055969981248,0.3502037500862133,5.039644451127886,13.727759459918932
Fulton,638.0,632.0,493.0,566.0,655.0,413.0,457.0,564524.1,624446.8,688876.1,748940.9,761687.2,777496.9,896044.6,-0.9404388714733543,-21.99367088607595,14.807302231237324,15.724381625441698,-36.94656488549619,10.653753026634384,10.61472840574921,10.31782050928917,8.719245739545913,1.7019099904945676,2.075615817096581,15.247353397807753
Galt,24607.0,24848.0,25222.0,25675.0,25990.0,26235.0,25385.0,286038.9,314933.7,345868.6,376962.2,390764.9,414994.5,489521.8,0.9793961067988783,1.5051513200257567,1.7960510665292206,1.2268743914313536,0.9426702577914583,-3.2399466361730513,10.101702950193134,9.822670612894067,8.990003718175062,3.6615607612646603,6.200556907746826,17.958623548022924
Garberville,988.0,992.0,979.0,1126.0,913.0,1361.0,1416.0,390821.8,432791.1,475920.5,502140.0,518830.9,503193.7,522440.1,0.4048582995951417,-1.310483870967742,15.015321756894789,-18.91651865008881,49.06900328587076,4.041146216017634,10.738730541643275,9.965408253543112,5.509218451401022,3.3239534791094165,-3.01392997217398,3.824849158485085
Garden Acres,11278.0,11209.0,10931.0,10701.0,9972.0,10096.0,10411.0,129872.4,152435.9,181284.2,211460.3,232279.0,254973.6,302356.1,-0.6118106047171484,-2.480149879561067,-2.104107583935596,-6.812447434819176,1.2434817488969114,3.1200475435816166,17.373591309623908,18.924872684190547,16.645741879325378,9.845204986467914,9.770405417622776,18.58329646677145
Garden Grove,174721.0,174676.0,174812.0,174010.0,173258.0,172800.0,172708.0,466249.3,486744.3,539278.8,596691.5,609442.0,650973.7,742053.3,-0.025755347096227697,0.07785843504545559,-0.458778573553303,-0.43215907131774034,-0.26434565792055775,-0.05324074074074074,4.395717055232041,10.793038562547123,10.646200073134702,2.1368663706454676,6.814709192999491,13.991287205612164
Gardena,59931.0,59898.0,60096.0,59924.0,59709.0,59401.0,60917.0,387386.2,406942.3,455338.1,521078.9,555029.8,589705.2,670406.8,-0.05506332282124443,0.3305619553240509,-0.2862087326943557,-0.35878779787731124,-0.5158351337319332,2.5521455867746337,5.048218031514797,11.892545945702865,14.437799077213183,6.5155008195495965,6.24748436930772,13.685075186720432
Gasquet,596.0,749.0,955.0,620.0,685.0,608.0,511.0,225888.6,232627.3,249128.3,268651.5,286696.4,319491.5,364148.6,25.671140939597315,27.50333778371162,-35.07853403141361,10.483870967741936,-11.24087591240876,-15.953947368421053,2.9831961418150286,7.093320517411328,7.836604673174429,6.716843196483185,11.438964702730823,13.977554958426117
Georgetown,2473.0,2354.0,2393.0,2668.0,2577.0,2969.0,3018.0,255640.4,283005.5,312982.4,330127.4,338846.2,340906.6,402457.7,-4.811969268095431,1.6567544604927782,11.491851232762224,-3.41079460269865,15.211486224291813,1.6503873358033008,10.70452870516554,10.592338311446252,5.477943807702925,2.6410410041699013,0.6080634813080286,18.05512125608599
Gerber,1129.0,1281.0,1280.0,1259.0,1140.0,1084.0,1049.0,154192.4,165587.7,172508.2,189708.4,209187.4,229740.6,268996.5,13.46324180690877,-0.078064012490242,-1.640625,-9.451945988880063,-4.912280701754386,-3.2287822878228782,7.390312362995853,4.179356316924506,9.97065646734473,10.267863731916984,9.825257161760227,17.087053833758592
Geyserville,1088.0,975.0,929.0,928.0,765.0,671.0,865.0,865224.6,949851.6,1001661.7,1106950.3,1128229.4,1151104.3,1321334.2,-10.386029411764707,-4.717948717948718,-0.1076426264800861,-17.564655172413794,-12.287581699346404,28.912071535022356,9.780928558896731,5.454546794467681,10.511393217889841,1.9223175602373348,2.0275043355544664,14.788399278849006
Gilroy,51649.0,52576.0,54159.0,55525.0,56766.0,55227.0,58802.0,600665.5,647749.2,669727.5,764404.6,773047.6,794843.8,932166.6,1.794807256674863,3.0108794887401094,2.5222031425986446,2.2350292660963533,-2.711129901701723,6.473282995636192,7.838589031665704,3.3930261897660463,14.13666005950181,1.1306839336131678,2.8195159004439145,17.27670266787008
Glen Ellen,593.0,726.0,768.0,727.0,734.0,1214.0,1076.0,896359.0,974795.4,1002327.6,1080410.6,1071657.2,1063191.0,1231541.9,22.4283305227656,5.785123966942149,-5.338541666666666,0.9628610729023385,65.39509536784742,-11.367380560131796,8.750556417685328,2.824408075786976,7.790167605880565,-0.8101919770131966,-0.7900100890471276,15.834492579414224
Glendale,196984.0,197895.0,199750.0,200372.0,200232.0,199357.0,196512.0,664577.2,688137.7,753669.8,853494.4,889182.2,937947.8,1078922.7,0.4624741095723511,0.9373657747795549,0.3113892365456821,-0.06987004172239634,-0.4369930880178992,-1.4270880882035744,3.5451863229734633,9.523108529005182,13.245137326717876,4.181374828001207,5.484320311405255,15.030143468538432
Glendora,51137.0,51285.0,51891.0,51773.0,51801.0,51087.0,52458.0,508834.3,521089.9,560569.4,608905.3,615148.2,643993.9,739445.0,0.2894186205682774,1.181632056156771,-0.22739974176639494,0.054082243640507593,-1.3783517692708636,2.6836572905044336,2.4085640453090593,7.576331838325785,8.622643333724605,1.0252661620780614,4.689227734064746,14.82173977113758
Goleta,30541.0,30671.0,30847.0,30790.0,30975.0,32142.0,32677.0,809012.1,852307.7,877080.2,895006.0,900970.2,921523.9,1094723.6,0.4256573131200681,0.5738319585275994,-0.18478296106590592,0.6008444300097434,3.767554479418886,1.6644888308132662,5.35166284904762,2.9065207318906072,2.043803975964803,0.6663865940563475,2.2812852189783936,18.794922193553536
Gonzales,8378.0,8401.0,8462.0,8402.0,8375.0,8348.0,8628.0,288052.9,328640.9,357861.5,382046.5,403158.2,432272.5,506420.3,0.274528527094772,0.7261040352339008,-0.7090522335145356,-0.3213520590335634,-0.32238805970149254,3.3540967896502156,14.090467410673524,8.8913461471168,6.758201147650697,5.525950375150672,7.221557195165568,17.15302268823485
Graeagle,597.0,636.0,713.0,596.0,538.0,552.0,516.0,236618.1,246289.6,267169.4,293675.0,311703.8,315935.6,378962.9,6.532663316582915,12.10691823899371,-16.40953716690042,-9.731543624161073,2.6022304832713754,-6.521739130434782,4.087388073862481,8.477743274584073,9.920896629628983,6.139031242019235,1.35763503685229,19.949413741281464
Grand Terrace,12331.0,12393.0,12439.0,12482.0,12510.0,12559.0,13079.0,289719.1,304570.5,336198.2,374561.0,376895.9,396668.3,469838.8,0.5027978266158463,0.3711772774953603,0.3456869523273575,0.22432302515622496,0.39168665067945646,4.1404570427581815,5.126137696824277,10.384360927929661,11.410769004712098,0.6233697581969354,5.246117031254509,18.44626858259155
Granite Bay,22387.0,22840.0,22479.0,22439.0,23183.0,22818.0,21673.0,651954.6,680120.0,719274.7,760612.3,790509.2,830545.8,1015870.8,2.023495778800197,-1.5805604203152364,-0.17794385871257618,3.3156557778867146,-1.5744295388862528,-5.017968270663512,4.32014744584976,5.75702817149914,5.747122761303865,3.930635883747857,5.064659589034523,22.31364001840717
Grass Valley,12855.0,12861.0,12893.0,12932.0,12891.0,12817.0,13550.0,327003.5,352092.8,378918.8,410204.5,415686.9,426770.2,498743.2,0.046674445740956826,0.24881424461550422,0.30248972310556116,-0.3170429941231055,-0.574043906601505,5.718966996957167,7.672486685922318,7.619014078106681,8.256571064829723,1.3365041095356154,2.6662615540686962,16.864579579361443
Graton,1643.0,1665.0,1827.0,1877.0,1889.0,1743.0,1802.0,523650.5,577222.5,619713.5,676754.5,678661.4,693836.7,753478.1,1.3390139987827145,9.72972972972973,2.736726874657909,0.6393180607352157,-7.728957120169403,3.384968445209409,10.230487701243481,7.361286159150068,9.204414620627112,0.28177130702492903,2.2360635215145477,8.595884305341592
Greenville,997.0,1002.0,890.0,1108.0,817.0,785.0,648.0,148518.2,164731.4,175979.6,197178.6,213272.6,221002.4,258843.0,0.5015045135406219,-11.177644710578843,24.49438202247191,-26.263537906137184,-3.9167686658506726,-17.452229299363058,10.916641866114713,6.828206401451096,12.046282637305687,8.162143356327716,3.6243755644184894,17.122257495846203
Grenada,484.0,432.0,471.0,477.0,398.0,295.0,321.0,136302.8,146595.4,154156.1,164177.9,176548.7,181717.3,225717.1,-10.743801652892563,9.027777777777777,1.2738853503184715,-16.561844863731658,-25.879396984924625,8.813559322033898,7.551275542395319,5.157528817411741,6.501072614058081,7.534997097660537,2.9275774899503513,24.2133247632449
Gridley,6579.0,6558.0,6576.0,6585.0,6744.0,7154.0,7510.0,172835.1,189735.7,207112.6,227147.4,251252.4,269653.1,309454.8,-0.31919744642042863,0.2744739249771272,0.13686131386861314,2.4145785876993164,6.079478054567023,4.976237070170534,9.778453566434136,9.1584767653109,9.673385395190822,10.6120519099052,7.323591734845112,14.76033466702219
Grover Beach,13409.0,13484.0,13524.0,13538.0,13535.0,13481.0,12846.0,415980.4,442965.6,493334.1,523367.5,530339.3,545878.6,620416.8,0.559325825937803,0.29664787896766537,0.10351966873706005,-0.022159846358398582,-0.39896564462504613,-4.710333061345597,6.487132566822848,11.370747525315736,6.087841890515986,1.3321041142218513,2.9300676001193815,13.654721031379518
Guadalupe,7218.0,7252.0,7313.0,7350.0,7451.0,7654.0,8138.0,247948.8,287166.1,309322.7,335349.4,348152.9,361997.9,418749.9,0.4710446106954835,0.8411472697186984,0.5059483112265828,1.3741496598639455,2.7244665145618034,6.323490985105827,15.816692801094415,7.7156043140189725,8.414093113761133,3.8179582250631725,3.9767010414102537,15.677439012767753
Guerneville,3788.0,4095.0,4570.0,4808.0,5014.0,4747.0,4879.0,350475.7,399146.2,432735.7,478177.0,472330.2,474024.5,538358.9,8.104540654699049,11.5995115995116,5.207877461706784,4.284525790349417,-5.32508974870363,2.7807036022751213,13.886982749445966,8.415337537974807,10.500936252775075,-1.2227271491518805,0.3587109187597973,13.571956723755846
Gustine,5656.0,5684.0,5735.0,5774.0,5813.0,5748.0,5990.0,187119.4,209355.8,235751.9,257573.4,282005.5,303513.9,359173.8,0.49504950495049505,0.8972554539057003,0.6800348735832606,0.6754416349151369,-1.1181833820746603,4.210160055671538,11.883535325572867,12.608248732540492,9.25612900680758,9.485490349546968,7.626943446138471,18.338501136191773
